ID	STATUS	CHEBI_ACCESSION	SOURCE	PARENT_ID	NAME	DEFINITION	MODIFIED_ON	CREATED_BY	STAR
94629	168238	Malus domestica	NCBI:txid3750	exocarp	BTO:0000733	Malus x domestica Borkh. cv. Ruixue	null	MetaboLights	MTBLS2384	null
94984	168594	Malus domestica	NCBI:txid3750	exocarp	BTO:0000733	Malus x domestica Borkh. cv. Ruixue	null	MetaboLights	MTBLS2384	null
95058	168668	Malus domestica	NCBI:txid3750	exocarp	BTO:0000733	Malus x domestica Borkh. cv. Ruixue	null	MetaboLights	MTBLS2384	null
95211	168822	Malus domestica	NCBI:txid3750	exocarp	BTO:0000733	Malus x domestica Borkh. cv. Ruixue	null	MetaboLights	MTBLS2384	null
95281	168892	Malus domestica	NCBI:txid3750	exocarp	BTO:0000733	Malus x domestica Borkh. cv. Ruixue	null	MetaboLights	MTBLS2384	null
95319	168930	Malus domestica	NCBI:txid3750	exocarp	BTO:0000733	Malus x domestica Borkh. cv. Ruixue	null	MetaboLights	MTBLS2384	null
96316	68701	Aspergillus cristatus	NCBI:txid573508	null	null	CB10006	null	DOI	10.1021/acsomega.9b00593	null
96317	166564	Morus bombycis	NCBI:txid66393	leaf	BTO:0000713	null	null	PubMed Id	8156550	null
96318	156447	Lolium temulentum	NCBI:txid34176	null	null	null	null	Article	Hofmeister, F. The active constituents of lolium temulentum. Arch. Exp. Pathol. Pharmakol. 30, 203?230 (1892).	null
96319	156447	Equus caballus	NCBI:txid9796	urine	BTO:0001419	null	null	PubMed Id	1893500	null
96320	156447	Lolium cuneatum	IPNI:407438-1	null	null	null	null	DOI	10.1021/np50064a023	null
96321	169947	Rheum undulatum	NCBI:txid137227	rhizome	BTO:0001181	null	null	PubMed Id	29402747	null
96322	8824	Rheum rhabarbarum	NCBI:txid3621	root	BTO:0001188	null	null	DOI	10.1094/PDIS-07-18-1168-RE	null
96323	8824	Rheum tanguticum	NCBI:txid137226	null	null	null	null	DOI	10.1039/C3FO60484E	null
96324	8824	Rheum palmatum	NCBI:txid137221	rhizome	BTO:0001181	null	null	PubMed Id	33088192	null
96325	8824	Rheum undulatum	NCBI:txid137227	null	null	null	null	PubMed Id	30015877	null
96326	8824	Trigonella foenum-graecum	NCBI:txid78534	seed	BTO:0001226	null	null	PubMed Id	26598549	null
96327	8824	Vitis vinifera	NCBI:txid29760	leaf	BTO:0000713	null	null	PubMed Id	32397203	null
96328	8824	Rheum rhaponticum	NCBI:txid46087	null	null	null	null	DOI	10.1007/s00217-008-0922-y	null
96329	169951	Streptomyces nobilis	NCBI:txid66901	mycelium	BTO:0001436	JCM 4274	null	PubMed Id	15813178	null
96330	138772	Homo sapiens	NCBI:txid9606	null	null	null	null	PubMed Id	24903350	Identified in normal mammary cells and breast cancer cells.
96331	138772	Arabidopsis	NCBI:txid3701	null	null	null	null	PubMed Id	27883040	null
96332	80830	Curcuma wenyujin	NCBI:txid136221	null	null	null	null	PubMed Id	2938786	null
96333	80830	Curcuma aeruginosa	NCBI:txid136205	null	null	null	null	PubMed Id	29159692	null
96334	80830	Curcuma phaeocaulis	NCBI:txid136218	rhizome	BTO:0001181	null	null	PubMed Id	33688362	null
96335	80830	Geranium macrorrhizum	NCBI:txid28963	null	null	null	null	DOI	10.1007/s00606-020-01649-9	null
96336	80830	Rhododendron thymifolium	IPNI:333480-1	null	null	null	null	PubMed Id	33678144	null
96337	80830	Curcuma longa	NCBI:txid136217	null	null	null	null	DOI	10.1371/journal.pone.0194284	null
96338	80830	Myrica gale	NCBI:txid29739	leaf	BTO:0000713	null	null	DOI	10.1007/BF01261457	null
96339	167712	Armillaria mellea	NCBI:txid47429	mycelium	BTO:0001436	null	null	PubMed Id	26035099	null
96370	169999	Aspergillus stellatus	NCBI:txid1549217	null	null	null	null	PubMed Id	15612624	Species also known as Emericella variecolor.
107810	171656	Pseudomonas syringae pv. syringae	NCBI:txid321	null	null	22d/93	null	PubMed Id	18655083 	null
107812	171658	Pseudomonas putida	NCBI:txid303	null	null	RW10S1	null	PubMed Id	22035801	null
107813	171659	Pseudomonas fluorescens	NCBI:txid294	null	null	ATCC 17400	null	PubMed Id	10653708 	GenBank: AY271621.1
107814	171660	Inula viscosa	NCBI:txid56525	null	null	null	null	PubMed Id	33296597	Plant also known as Dittrichia viscosa.
107815	171660	Inula viscosa	NCBI:txid56525	aerial part	BTO:0001658	null	null	DOI	10.1016/j.phytochem.2012.10.003	null
107816	171673	Streptomyces minoensis	NCBI:txid67329	null	null	NRRL B-5482	null	PubMed Id	27195476	GenBank: KP710956.1
108399	171966	Homo sapiens	NCBI:txid9606	blood plasma	BTO:0000131	null	null	MetaboLights	MTBLS2128	null
108400	171966	Homo sapiens	NCBI:txid9606	Pooled sample	NCIT:C45910	null	null	MetaboLights	MTBLS2128	null
108571	172052	Homo sapiens	NCBI:txid9606	Pooled sample	NCIT:C45910	 	null	MetaboLights	MTBLS2128	null
108572	172052	Homo sapiens	NCBI:txid9606	blood plasma	BTO:0000131	null	null	MetaboLights	MTBLS2128	null
108685	172109	Homo sapiens	NCBI:txid9606	blood plasma	BTO:0000131	null	null	MetaboLights	MTBLS2128	null
108686	172109	Homo sapiens	NCBI:txid9606	Pooled sample	NCIT:C45910	null	null	MetaboLights	MTBLS2128	null
109081	172307	Homo sapiens	NCBI:txid9606	blood plasma	BTO:0000131	null	null	MetaboLights	MTBLS2128	null
109082	172307	Homo sapiens	NCBI:txid9606	Pooled sample	NCIT:C45910	 	null	MetaboLights	MTBLS2128	null
109119	172375	Pantoea agglomerans	NCBI:txid549	null	null	E325	null	PubMed Id	30868174	null
109120	172375	Pantoea agglomerans	NCBI:txid549	null	null	P10c	null	PubMed Id	30868174	null
109121	172375	Pantoea vagans	NCBI:txid712898	null	null	C9-1	null	PubMed Id	30868174	null
109152	89598	Ulex europaeus	NCBI:txid3902	null	null	null	null	PubMed Id	30372468	null
109153	89598	Vitex doniana	NCBI:txid479623	null	null	null	null	PubMed Id	28286547	null
109154	89598	Rydingia integrifolia	NCBI:txid483857	leaf	BTO:0000713	null	null	DOI	10.1016/j.phytochem.2004.03.012	Species also known as Otostegia integrifolia.
109155	89236	Medicago sativa	NCBI:txid3879	null	null	null	null	DOI	10.1021/jf00048a054	null
109156	89236	Pyrus sinkiangensis	NCBI:txid363829	null	null	null	null	PubMed Id	33260963	null
109157	89236	Mentha x smithiana	NCBI:txid301896	null	null	null	null	PubMed Id	33918674	null
109220	172469	Homo sapiens	NCBI:txid9606	blood plasma	BTO:0000131	null	null	MetaboLights	MTBLS2633	null
109349	172596	Homo sapiens	NCBI:txid9606	blood plasma	BTO:0000131	null	null	MetaboLights	MTBLS2633	null
109534	172781	Homo sapiens	NCBI:txid9606	blood plasma	BTO:0000131	null	null	MetaboLights	MTBLS2633	null
109633	156386	Aspergillus ochraceopetaliformis	NCBI:txid176175	null	null	null	null	PubMed Id	32875235	null
109634	172375	Pantoea agglomerans	NCBI:txid549	null	null	Tx10	null	PubMed Id	32416447	null
109635	172375	Pantoea agglomerans	NCBI:txid549	null	null	Eh318	null	PubMed Id	11133457	null
109636	172926	Solanum habrochaites	NCBI:txid62890	null	null	null	null	PubMed Id	21818683	null
109637	9578	Solanum habrochaites	NCBI:txid62890	null	null	null	null	PubMed Id	21818683	null
109638	172939	Aspergillus oryzae	NCBI:txid5062	null	null	NSAR1	null	PubMed Id	27038368	null
109639	88912	Prunus avium	NCBI:txid42229	null	null	null	null	PubMed Id	30827661	null
109640	88912	Citrus hystrix	NCBI:txid170989	null	null	null	null	PubMed Id	19747702	null
109641	88912	Citrus limon	NCBI:txid2708	null	null	null	null	PubMed Id	19747702	null
109642	172946	Cladosporium cladosporioides	NCBI:txid29917	null	null	null	null	PubMed Id	16535095	null
109643	172946	Penicillium commune	NCBI:txid36653	null	null	null	null	PubMed Id	16535095	null
109644	172946	Aspergillus versicolor	NCBI:txid46472	null	null	null	null	PubMed Id	16535095	null
109645	172946	Byssochlamys spectabilis	NCBI:txid264951	null	null	null	null	PubMed Id	16535095	null
109646	172946	Diplotaxis tenuifolia	NCBI:txid264416	null	null	null	null	PubMed Id	28490114	null
109647	68657	Zingiber officinale	NCBI:txid94328	null	null	null	null	DOI	10.1155/2015/816364	null
109648	68657	Zingiber mioga	NCBI:txid136225	null	null	null	null	DOI	10.3390/molecules200916170	null
109655	50516	Mus musculus	NCBI:txid1009	brain	BTO:0000142	null	null	PubMed Id	22891291	null
109656	34310	Homo sapiens	NCBI:txid9606	blood serum	BTO:0000133	null	null	PubMed Id	25539717	null
109657	138028	Solanum melongena	NCBI:txid4111	null	null	null	null	Article	Book: The Aldrich Library of FT-IR Spectra. 1st edition, 1985, 1, 309D	null
109767	172930	Solanum lycopersicum	NCBI:txid4081	null	null	null	null	PubMed Id	25786135	null
109768	172925	Casearia sylvestris	NCBI:txid112817	leaf	BTO:0000713	null	null	PubMed Id	15994044	null
109769	172925	Juniperus rigida	NCBI:txid99809	null	null	null	null	Article	Book: Dictionary of natural products, volume 1 A-C, Chapman & Hall, page 57, A-00310.	null
109770	172925	Acorus calamus	NCBI:txid4465	null	null	null	null	PubMed Id	28348970	null
109771	172925	Kielmeyera coriacea	NCBI:txid639202	bark	BTO:0001301	null	null	PubMed Id	25960759	null
109772	172925	Chaerophyllum macropodum	NCBI:txid109103	null	null	null	null	DOI	10.1080/0972060X.2017.1354725	null
109773	172925	Plinia cerrocampanensis	IPNI:60437850-2	leaf	BTO:0000713	null	null	DOI	10.1186/1475-2875-13-18	null
109774	172925	Helichrysum italicum	NCBI:txid261786	null	null	null	null	PubMed Id	25675145	null
109775	138645	Trypanosoma cruzi	NCBI:txid5693	null	null	null	null	PubMed Id	29358332	null
109776	4356	Streptomyces sviceus	NCBI:txid285530	null	null	null	null	PubMed Id	33784308	null
109777	4356	Streptomyces pilosus	NCBI:txid28893	null	null	null	null	PubMed Id	30701380	null
109787	173105	Talaromyces purpureogenus	NCBI:txid1266744	null	null	null	null	PubMed Id	30520578	null
109788	173105	Cladosporium sp.	NCBI:txid1707700	null	null	HNWSW-1	null	PubMed Id	30577517	null
109789	173105	Talaromyces convolutus	NCBI:txid1131474	null	null	null	null	PubMed Id	10869198	null
109888	454991	Homo sapiens	NCBI:txid9606	urine	BTO:0001419	null	null	PubMed Id	30599	null
109889	454991	Melicope pteleifolia	NCBI:txid354501	null	null	null	null	PubMed Id	33648406	null
109890	454991	Acorus tatarinowii	NCBI:txid123564	null	null	null	null	PubMed Id	31128148	null
109891	776	Homo sapiens	NCBI:txid9606	urine	BTO:0001419	null	null	PubMed Id	10728690	null
109907	172052	Sambucus williamsii	NCBI:txid180062	null	null	null	null	PubMed Id	27478495	null
109908	172052	Camellia sinensis	NCBI:txid4442	null	null	null	null	DOI	10.1007/s00217-021-03687-0	null
109909	176332	Mentha x piperita	NCBI:txid34256	null	null	null	null	PubMed Id	30067803	null
109910	2766	Aspergillus oryzae	NCBI:txid5062	null	null	null	null	PubMed Id	29191129	null
109912	7524	Vitis vinifera	NCBI:txid29760	null	null	null	null	DOI	10.1007/s00217-021-03692-3	null
109913	59959	Embiratermes neotenicus	NCBI:txid1367269	null	null	null	null	PubMed Id	30920958	null
109914	59959	Silvestritermes heyeri	NCBI:txid1934602	null	null	null	null	PubMed Id	30920958	null
109915	59959	Cyrilliotermes angulariceps	NCBI:txid377900	null	null	null	null	PubMed Id	30920958	null
109916	59959	Labiotermes labralis	NCBI:txid370423	null	null	null	null	PubMed Id	30920958	null
109917	141283	Lippia integrifolia	NCBI:txid925356	null	null	null	null	DOI	10.1016/j.indcrop.2020.112610	null
109918	141283	Camellia sinensis	NCBI:txid4442	null	null	null	null	PubMed Id	32858427	null
109919	141283	Pseudodictamnus acetabulosus	NCBI:txid483793	null	null	null	null	PubMed Id	33742746	Species also known as Ballota acetabulosa.
109920	173119	Conyza bonariensis	NCBI:txid91242	null	null	null	null	PubMed Id	21240765	null
109921	173119	Pulicaria dysenterica	NCBI:txid56535	aerial part	BTO:0001658	null	null	DOI	10.1080/10412905.2007.9699296	null
109922	173119	Wurfbainia villosa var. xanthioides	NCBI:txid252870	null	null	null	null	PubMed Id	31035329	null
109923	173119	Rorida droserifolia	NCBI:txid511510	null	null	null	null	PubMed Id	30253077	null
109924	173119	Rollinia sericea	IPNI:221796-2	leaf	BTO:0000713	null	null	DOI	10.1080/10412905.2010.9700361	null
109925	173119	Discaria americana	NCBI:txid262931	Whole Organism	THESAURUS.OWL#C13413	null	null	PubMed Id	18266156	null
109926	173119	Siparuna guianensis	NCBI:txid74957	null	null	null	null	DOI	10.1080/10412905.2001.9699636	null
109997	4630	Dracocephalum peregrinum	IPNI:446489-1	null	null	null	null	PubMed Id	31906574	null
110005	4917	Syzygium aromaticum	NCBI:txid219868	null	null	null	null	DOI	10.1080/1040841X.2017.1295225	null
110062	15647	Phaseolus vulgaris	NCBI:txid3885	null	null	null	null	DOI	10.3390/ijms19041049	null
110063	15651	Phaseolus vulgaris	NCBI:txid3885	null	null	null	null	DOI	10.3390/ijms19041049	null
110066	176426	Streptomyces coelicolor A3(2)	NCBI:txid100226	null	null	null	null	PubMed Id	18988741	null
110067	176517	Pseudomonas tolaasii	NCBI:txid29442	null	null	null	null	PubMed Id	33811024	null
110068	176517	Mesocricetus auratus	NCBI:txid10036	urine	BTO:0001419	null	null	PubMed Id	27129975	null
110069	176517	Homo sapiens	NCBI:txid9606	null	null	null	null	DOI	10.1039/B903994E	Identified in hepatocytes.
110070	176426	Escherichia coli	NCBI:txid562	null	null	null	null	PubMed Id	18988741	null
110071	16168	Arabidopsis thaliana	NCBI:txid3702	leaf	BTO:0000713	null	null	PubMed Id	10952545	null
110072	89526	Olea europaea	NCBI:txid4146	null	null	null	null	DOI	10.1007/s11746-998-0205-6	null
110073	89052	Burkholderia gladioli	NCBI:txid28095	null	null	BBB-01	null	PubMed Id	33572680	null
110074	89052	Allium cepa	NCBI:txid4679	null	null	null	null	DOI	10.1021/jf60177a031	Detected in onions but not isolated.
110075	88617	Mus musculus	NCBI:txid10090	urine	BTO:0001419	null	null	PubMed Id	22364569	null
110076	88617	Rhodobryum giganteum	NCBI:txid66998	null	null	null	null	PubMed Id	19553892	null
110077	88617	Homo sapiens	NCBI:txid9606	urine	BTO:0001419	null	null	PubMed Id	29725472	null
110078	88617	Fusarium avenaceum	NCBI:txid40199	null	null	null	null	PubMed Id	33291490	null
110079	89750	Cucumis melo	NCBI:txid3656	null	null	null	null	PubMed Id	33103112	null
110080	89750	Prunus mahaleb	NCBI:txid129217	seed	BTO:0001226	null	null	PubMed Id	33808142	null
110081	89750	Arctium lappa	NCBI:txid4217	root	BTO:0001188	null	null	PubMed Id	33921154	null
110082	89750	Oryza sativa	NCBI:txid4530	null	null	null	null	PubMed Id	31752176	null
110083	89197	Aspergillus fumigatus	NCBI:txid746128	null	null	null	null	PubMed Id	18404548	null
110084	89197	Albizia lebbeck	NCBI:txid371650	null	null	null	null	PubMed Id	33301915	null
110085	89197	Bacillus megaterium	NCBI:txid1404	null	null	XTBG34	null	PubMed Id	20799087	null
110086	89197	Trichoderma asperelloides	NCBI:txid702382	null	null	null	null	PubMed Id	33291279	null
110087	171966	Spondias tuberosa	NCBI:txid991123	fruit	BTO:0000486	null	null	DOI	10.1016/j.foodres.2011.01.020	Found in fruit pulp.
110088	171966	Bos taurus	NCBI:txid9913	null	null	null	null	PubMed Id	31304475	null
110089	171966	Amomum subulatum	NCBI:txid1008370	null	null	null	null	PubMed Id	30380739	null
110090	171966	Hibiscus sabdariffa	NCBI:txid183260	seed	BTO:0001226	null	null	PubMed Id	29439462	null
110091	167091	Hypoxylon investiens	NCBI:txid326663	null	null	BCRC 10F0115	null	PubMed Id	24934680	null
110092	167091	Bos taurus	NCBI:txid9913	null	null	null	null	PubMed Id	31304475	null
110093	167091	Tuber magnatum	NCBI:txid42249	null	null	null	null	DOI	10.1038/srep12629	null
110094	167091	Eryngium campestre	NCBI:txid82086	root	BTO:0001188	null	null	PubMed Id	30065400	null
110095	167091	Hibiscus  sabdariffa	NCBI:txid183260	seed	BTO:0001226	null	null	PubMed Id	29439462	null
110096	87592	Bos taurus	NCBI:txid9913	null	null	null	null	PubMed Id	31304475	null
110097	176529	Daldinia childiae	NCBI:txid326645	null	null	null	null	PubMed Id	31191863	null
110098	176529	Bifora radians	NCBI:txid54706	null	null	null	null	PubMed Id	31191863	null
110099	89286	Homo sapiens	NCBI:txid9606	null	null	null	null	PubMed Id	25123840	Identified in human umbilical vein endothelial cells.
110100	89286	Homo sapiens	NCBI:txid9606	null	null	null	null	PubMed Id	23870484	Identified in human hepatocellular carcinoma cells.
110101	89286	Homo sapiens	NCBI:txid9606	urine	BTO:0001419	null	null	PubMed Id	30997581	null
110102	168930	Coffea arabica	NCBI:txid13443	null	null	null	null	PubMed Id	33315148	null
110103	167367	Arabidopsis thaliana	NCBI:txid3702	null	null	null	null	PubMed Id	23845065	null
110104	176569	Brachiaria humidicola	NCBI:txid240451	null	null	null	null	PubMed Id	32663650	Identified in root exudates.
110105	176579	Nicotiana sp.	NCBI:txid4094	null	null	null	null	PubMed Id	2766465	Identified in tobacco.
110106	176579	Rattus norvegicus	NCBI:txid10116	urine	BTO:0001419	F344	null	PubMed Id	3131281	null
110107	176582	Mus musculus	NCBI:txid10090	embryonic stem cell	BTO:0001086	null	null	MetaboLights	MTBLS2691	null
110108	176576	Oryza sativa	NCBI:txid4530	null	null	WYJ7	null	PubMed Id	27292630	Identified in root exudates.
110109	176577	Mikania glomerata	NCBI:txid1073848	leaf	BTO:0000713	null	null	PubMed Id	25202336	null
110110	176577	Spirodela polyrhiza	NCBI:txid29656	null	null	HZ1	null	PubMed Id	24271005	null
110111	176577	Lemna minor	NCBI:txid4472	null	null	WX3	null	PubMed Id	24271005	null
110112	176577	Morchella importuna	NCBI:txid1174673	null	null	null	null	PubMed Id	33536815	null
110113	176577	Chlorella sorokiniana	NCBI:txid3076	null	null	null	null	PubMed Id	27689989	null
110114	176577	Lonicera japonica	NCBI:txid105884	null	null	null	null	PubMed Id	23348991	null
110115	86904	Neolentinus lepideus	NCBI:txid38799	null	null	null	null	PubMed Id	13595927	Species also known as Lentinus lepideus.
110116	86904	Ziziphus jujuba	NCBI:txid326968	null	null	null	null	PubMed Id	30794401	null
110117	86904	Sophora alopecuroides	NCBI:txid200492	seed	BTO:0001226	null	null	PubMed Id	31963799	null
110118	86904	Vachellia campechiana	NCBI:txid138019	leaf	BTO:0000713	null	null	PubMed Id	28414046	Species also known as Acacia cochliacantha. 
110119	86904	Allium cepa	NCBI:txid4679	null	null	null	null	DOI	10.1016/j.phytochem.2007.01.021	null
110120	89918	Rattus norvegicus	NCBI:txid10116	urine	BTO:0001419	null	null	PubMed Id	19035407	Identified in the urine of Sprague-Dawley rats.
110121	172109	Anacardium occidentale	NCBI:txid171929	null	null	null	null	PubMed Id	12568564	Identified in cashew apple nectar.
110122	172109	Camellia sinensis	NCBI:txid4442	null	null	null	null	PubMed Id	30372917	null
110123	34301	Alexandrium tamarense	NCBI:txid2926	null	null	null	null	PubMed Id	24172212	null
110124	34301	Vitis vinifera	NCBI:txid29760	null	null	null	null	PubMed Id	29938203	null
110131	176638	Curcuma aromatica	NCBI:txid136209	rhizome	BTO:0001181	null	null	MetaboLights	MTBLS2790	null
110132	176638	Curcuma longa	NCBI:txid136217	rhizome	BTO:0001181	null	null	MetaboLights	MTBLS2790	null
110140	173120	Phyllotreta striolata	NCBI:txid444603	null	null	null	null	PubMed Id	27518387	null
110141	173120	Phyllotreta cruciferae	NCBI:txid224133	null	null	null	null	PubMed Id	16273436	null
110142	173120	Epitrix fuscula	NCBI:txid226608	null	null	null	null	PubMed Id	17075723	null
110149	176651	Curcuma zedoaria	NCBI:txid136224	rhizome	BTO:0001181	null	null	PubMed Id	15498665 	null
110150	176651	Curcuma longa	NCBI:txid136217	rhizome	BTO:0001181	null	null	MetaboLights	MTBLS2790	null
110151	176651	Curcuma aromatica	NCBI:txid136209	rhizome	BTO:0001181	null	null	MetaboLights	MTBLS2790	null
110152	176652	Curcuma aromatica	NCBI:txid136209	rhizome	BTO:0001181	null	null	MetaboLights	MTBLS2790	null
110154	176652	Curcuma longa	NCBI:txid136217	rhizome	BTO:0001181	null	null	MetaboLights	MTBLS2790	null
110167	176657	Curcuma aromatica	NCBI:txid136209	rhizome	BTO:0001181	null	null	MetaboLights	MTBLS2790	null
110169	176657	Curcuma longa	NCBI:txid136217	rhizome	BTO:0001181	null	null	MetaboLights	MTBLS2790	null
110191	173121	Murgantia histrionica	NCBI:txid460024	null	null	null	null	PubMed Id	30139915	null
110192	173121	Tibraca limbativentris	CABI:53851	null	null	null	null	PubMed Id	31840210	null
110217	171673	Streptomyces sp.	NCBI:txid1931	null	null	1725	null	PubMed Id	1490891	null
110308	141521	Homo sapiens	NCBI:txid9606	blood plasma	BTO:0000118	null	null	PubMed Id	17117442	null
110385	172935	Flourensia campestris	IPNI:208174-1	leaf	BTO:0000713	null	null	PubMed Id	22245633	null
110386	172935	Annona reticulata	NCBI:txid301862	null	null	null	null	PubMed Id	22989376	null
110387	172935	Melodorum fruticosum	NCBI:txid174966	leaf	BTO:0000713	null	null	PubMed Id	23513739	null
110388	172935	Alphonsea philastreana	IPNI:72006-1	leaf	BTO:0000713	null	null	PubMed Id	23879263	null
110389	172935	Alphonsea gaudichaudiana	IPNI:77070651-1	leaf	BTO:0000713	null	null	PubMed Id	23879263	null
110390	172935	Dasymaschalon glaucum	IPNI:72734-1	leaf	BTO:0000713	null	null	PubMed Id	24236527	null
110391	172935	Polyalthia harmandii	IPNI:74592-1	null	null	null	null	PubMed Id	24520907	null
110392	172935	Polyalthia jucunda	IPNI:74609-1	null	null	null	null	PubMed Id	24520907	null
110393	172935	Polyalthia thorelii	IPNI:74744-1	null	null	null	null	PubMed Id	24520907	null
110394	172935	Clausena engleri	IPNI:772125-1	leaf	BTO:0000713	null	null	PubMed Id	24617735	null
110395	172935	Piper retrofractum	IPNI:683079-1	leaf	BTO:0000713	null	null	PubMed Id	24712088	null
110396	172935	Rollinia sericea	IPNI:221796-2	leaf	BTO:0000713	null	null	DOI	10.1080/10412905.2010.9700361	null
110397	172935	Nepeta daenensis	IPNI:452372-1	null	null	null	null	DOI	10.1080/10412905.2005.9698995	null
110398	172935	Lunasia amara	IPNI:137666-3	leaf	BTO:0000713	null	null	DOI	10.1080/10412905.1997.9699450	null
110404	176781	Vitis vinifera	NCBI:txid29760	leaf	BTO:0000713	null	null	MetaboLights	MTBLS2876	null
110405	176781	Mastigoproctus giganteus	NCBI:txid58767	null	null	null	null	PubMed Id	12770208	Found in pygidial gland secretions.
110406	176782	Chondria armata	NCBI:txid860625	null	null	null	null	PubMed Id	29321590	null
110408	9578	Vitis vinifera	NCBI:txid29760	null	null	null	null	DOI	10.1016/j.chroma.2012.01.002	null
110410	172937	Arabidopsis thaliana	NCBI:txid3702	null	null	null	null	PubMed Id	28350168	null
110412	168822	Rattus norvegicus	NCBI:txid10116	blood plasma	BTO:0000118	null	null	PubMed Id	32864882	null
110413	168822	Olea europaea	NCBI:txid4146	null	null	null	null	PubMed Id	31523827	null
110414	168822	Osmanthus fragrans	NCBI:txid93977	null	null	null	null	DOI	10.1016/j.sajb.2015.03.180	Isolated from pulp.
110415	168822	Jasminum tortuosum	NCBI:txid1548298	bark	BTO:0001301	null	null	PubMed Id	29140106	Isolated from stem bark.
110416	168822	Syringa vulgaris	NCBI:txid34270	flower	BTO:0000469	null	null	PubMed Id	28728914	null
110417	32153	Streptomyces murayamaensis	NCBI:txid224537	null	null	null	null	PubMed Id	9531987	null
110418	31752	Streptomyces murayamaensis	NCBI:txid224537	null	null	null	null	PubMed Id	9531987	null
110421	176813	Homo sapiens	NCBI:txid9606	feces	BTO:0000440	null	null	MetaboLights	MTBLS2531	null
110446	172926	Cupressus sempervirens	NCBI:txid13469	null	null	null	null	DOI	10.1080/14786419.2012.755680	null
110447	172926	Artemisia annua	NCBI:txid35608	null	null	null	null	DOI	10.1006/abbi.1999.1358	null
110448	16797	Undaria pinnatifida	NCBI:txid74381	null	null	null	null	DOI	10.20632/vso.60.11_537	null
110450	176847	Citrus japonica	NCBI:txid76966	leaf	BTO:0000713	null	null	DOI	10.1002/ffj.3258	Species also known as Fortunella japonica.
110451	176847	Citrus hindsii	NCBI:txid159041	leaf	BTO:0000713	null	null	DOI	10.1002/ffj.3258	Species also known as Fortunella hindsii.
110452	176847	Citrus japonica var. margarita	NCBI:txid85437	leaf	BTO:0000713	null	null	DOI	10.1002/ffj.3258	Species also known as Fortunella margarita.
110453	176847	Fortunella obovata	IPNI:773641-1	leaf	BTO:0000713	null	null	DOI	10.1002/ffj.3258	null
110454	176847	Fortunella crassifolia	IPNI:773636-1	leaf	BTO:0000713	null	null	DOI	10.1002/ffj.3258	null
110455	176846	Senecio phonolithicus	IPNI:246906-1	null	null	null	null	DOI	10.1055/s-2002-32970	null
110456	9533	Arabidopsis thaliana	NCBI:txid3702	null	null	null	null	PubMed Id	16666289	null
110457	9534	Escherichia coli	NCBI:txid562	null	null	null	null	PubMed Id	23323214	null
110458	9534	Rattus norvegicus	NCBI:txid10116	brain	BTO:0000142	null	null	PubMed Id	19906644	null
110459	9534	Homo sapiens	NCBI:txid9606	null	null	null	null	PubMed Id	12943234	null
110460	9534	Arabidopsis thaliana	NCBI:txid3702	null	null	null	null	PubMed Id	12943234	null
110461	9534	Sus scrofa domesticus	NCBI:txid9825	null	null	null	null	PubMed Id	12943234	null
110462	9534	Tricholoma gambosa	NCBI:txid40144	null	null	null	null	PubMed Id	12943234	null
110463	17015	Mangifera indica	NCBI:txid29780	null	null	null	null	PubMed Id	31681339	null
110485	15940	Bacillus subtilis	NCBI:txid1423	null	null	29784	null	PubMed Id	34066686	null
110486	33276	Saccharomyces cerevisiae	NCBI:txid4932	null	null	null	null	PubMed Id	32580548	null
110487	44245	Homo sapiens	NCBI:txid9606	null	null	null	null	PubMed Id	2153497	null
110488	44245	Escherichia coli	NCBI:txid562	null	null	null	null	PubMed Id	32737601	null
110489	44245	Bacillus subtilis	NCBI:txid1423	null	null	null	null	PubMed Id	32109677	null
110490	44245	Homo sapiens	NCBI:txid9606	blood serum	BTO:0000133	null	null	PubMed Id	31579595	null
110491	44027	Escherichia coli	NCBI:txid562	null	null	null	null	PubMed Id	21445887	null
110492	44027	Homo sapiens	NCBI:txid9606	null	null	null	null	PubMed Id	2153497	null
110493	78277	Homo sapiens	NCBI:txid9606	blood plasma	BTO:0000118	null	null	PubMed Id	32086127	null
110494	80427	Podospora anserina	NCBI:txid2587412	null	null	null	null	PubMed Id	19277665	null
110495	80427	Chlorobium phaeobacteroides	NCBI:txid1096	null	null	null	null	PubMed Id	15115301	null
110496	80427	Escherichia coli	NCBI:txid562	null	null	null	null	PubMed Id	20525861	null
110497	80427	Silurus asotus	NCBI:txid30991	null	null	null	null	PubMed Id	21212565	null
110498	17336	Taxus chinensis	NCBI:txid29808	null	null	null	null	PubMed Id	31776382	null
110499	17336	Pandanus tectorius	NCBI:txid4726	null	null	null	null	PubMed Id	16923295	null
110500	132246	Xenopus laevis	NCBI:txid8355	null	null	null	null	PubMed Id	7720529	null
110501	132246	Mus musculus	NCBI:txid10090	null	null	null	null	PubMed Id	3390455	null
110502	17616	Escherichia coli	NCBI:txid562	null	null	null	null	PubMed Id	33202630	null
110550	133760	Aspergillus niger	NCBI:txid5061	null	null	58	null	PubMed Id	33301916	null
110551	133760	Aspergillus welwitschiae	NCBI:txid1341132	null	null	CUGBMF180262	null	PubMed Id	32666830	null
110552	133760	Aspergillus fumigatus	NCBI:txid746128	null	null	null	null	PubMed Id	32575731	null
