ID	COMPOUND_ID	CREATED_ON	DATATYPE_ID	DATATYPE	TEXT
4752	21717	2016-06-14	967202	CompoundName	Ambiguous.
4753	132233	2016-06-19	132233	General	This is the entry for material with unspecified stereochemistry. There are separate entries for the individual enantiomers [(R)-amphetamine and (S)-amphetamine] and for the racemate (amphetamine).
4754	1391	2016-06-20	967497	CompoundName	The name "ecstasy" is no longer used only for MDMA, but for the whole group of ring-substituted amphetamines (RSAs) including MDA, MDMA, MDEA and MBDB, as they are chemically and pharmacologically nearly identical; moreover, many ecstasy pills contain mixtures of the RSAs.
4755	26095	2016-06-22	26095	General	See doi:10.1016/S0040-4039(00)85601-4 for use as an amino protecting group.
4756	25676	2016-07-14	25676	General	Wikipedia defines the number of amino acid residues in an oligopeptide as between 2 and 20.
4757	132548	2016-07-14	132548	General	PMID:27091615 reports that the number of sulfinyl units present in the linkage between the disaccharide and the N-{2-[(2-aminoethyl)amino]ethyl}succinamide backbone may also be 0, 2, 3, 4 or 5.
4758	132566	2016-07-15	132566	General	PMID:27091615 reports that the number of sulfinyl units present in the linkage between the disaccharides and the tetradecaazatetrapentacontyl backbone may also be 0, 2, 3, 4 or 5.
4759	83779	2016-07-18	83779	General	This is the entry for material with unspecified stereochemistry. There are separate entries for the individual enantiomers [(R)-tebuconazole and (S)-tebuconazole} and for the racemate (tebuconazole).
4760	132682	2016-07-18	132682	General	PMID:27091615 reports that the number of sulfinyl units present in the linkage between the disaccharides and the tetradecaazatetrapentacontyl backbone may also be 0, 2, 3, 4 or 5.
4761	22586	2016-07-18	22586	General	In European countries, E-numbers for permitted antioxidant food additives are from E 300 to E 324.
4762	132134	2016-07-25	132134	General	In the citation provided ([MED:23874663) this compound is incorrectly named as 'cytosylarabinopyranose'.
4763	132152	2016-08-01	132152	General	The structure depicted corresponds to that shown in: Yoshihisa Takaishi, Y., Ujita, K., Nakano, K., Murakami K. and Tomimatsu T. Phytochemistry, 1987, 28, 2325-2329 (doi:10.1016/S0031-9422(00)84712-3)
4764	34935	2016-08-05	891165	CompoundName	This name, coined by the WSSA (Weed Science Society of America) is only used within the USA.
4765	132963	2016-08-10	132963	General	This is the entry for material with unspecified stereochemistry. There are separate entries for the individual enantiomers [butyl (2S)-2-(4-{[5-(trifluoromethyl)pyridin-2-yl]oxy}phenoxy)propanoate and fluazifop-P-butyl] and for the racemate (fluazifop-butyl).
4766	132973	2016-08-10	132973	General	This mixture has a ChemIDplus substance accession number S900006960
4767	133008	2016-08-15	133008	General	This mixture has a ChemIDplus substance accession number S900007160
4768	133010	2016-08-15	133010	General	This mixture has a ChemIDplus substance accession number S900007090.
4769	133025	2016-08-16	133025	General	This mixture has a ChemIDplus substance accession number S900007360
4770	132852	2016-08-17	132852	General	Name is ambiguous. It has been used for the pterocarpan structure shown here (see Chem. Pharm. Bull., 1985, 33(8), 3231-3236), but has also been used to describe the mixture of the alkaloid oxymatrine with oxysophocarpine (~98:2) that is also obtained from the root of Sophora flavescens and is active against hepatitis C virus (see Exp. Cell Res., 2016, 345(1), 108-114).
4771	83187	2016-08-19	970542	CompoundName	Approved name in China.
4772	83187	2016-08-19	970541	CompoundName	Used in China.
4773	133122	2016-08-23	970708	CompoundName	Although this name has been used in the literature, it has no official status [Alan Wood's Pesticides].
4774	133130	2016-08-23	970723	CompoundName	This name has been used in the literature, but has no official use [Alan Wood's Pesticide Database].
4775	133137	2016-08-25	133137	General	See also J. Pestic. Sci., 2015, 40(1), 19-24.
4776	133187	2016-09-08	133187	General	This is the entry for material with unspecified stereochemistry. There are separate entries for the individual enantiomers [(R)-imazapyr and (S)-imazapyr] and for the racemate (imazapyr).
4777	83742	2016-09-10	83742	General	This is the entry for material with unspecified configuration. There are separate entries for the individual enantiomers and the racemate[(R)-imazamox, (S)-imazamox, and imazamox, respectively].
4778	133295	2016-09-15	133295	General	Named as 'seminolipid' in PMID:2455508.
4780	133306	2016-09-16	133306	General	This is the entry for material with unspecified stereochemistry. There are separate entries for the individual stereoisomers, as well as for the mixture of the four stereoisomers arising from the two tetrahedral chiral centres (sulfoxalor).
4781	133305	2016-09-16	133305	General	Sulfoxaflor contains 2 tetrahedral stereogenic atoms (the sulfur atom, and the carbon atom attached to position 3 of the pyridine ring), and is a mixture of the 4 possible stereoisomers. Both (E)- and (Z)-isomers (involving the S=N double bond and the cyano group) exist, but they rapidly interconvert at ambient temperatures. [Alan Wood's Pesticide Database]
4785	133428	2016-09-26	133428	General	Named incorrectly as 'lysosulphatide' in PMID:2455508.
4786	60372	2016-09-26	60372	General	Named incorrectly as 'lysoseminolipid' in PMID:2455508.
4787	133554	2016-10-01	971871	CompoundName	Approved name in China. [Alan Wood's Pesticide database].
4788	133643	2016-10-05	133643	General	This is the entry for material with unspecified stereochemistry. There are separate entries for the individual enantiomers and for the racemate [(R)-triarimol, (s)-triarimol, and triarimol, respectively].
4789	133679	2016-10-07	972447	CompoundName	Ambiguous.
4790	132858	2016-10-11	132858	General	For determination of the R configuration of the acyl side-chain, see: Kong DY 5th; Li HT; Luo SQ; Lei XH.[Studies on the chemical components of Viscum coloratum. VI. Chirality of the acyl group of viscumneoside IV], Yao Xue Xue Bao; 1990, 25(5): 349-352.
4791	133750	2016-10-14	133750	General	Note that this compound is structurally and functionally totally unrelated to the plant cutins represented by CHEBI:23417.
4792	133237	2016-10-26	133237	General	See also DOI: 10.1021/bk-2015-1204.ch017
4793	133240	2016-10-30	133240	General	This is the entry for material with unspecified stereochemistry. There are separate entries for the herbicide indaziflam and its component diastereoisomers.
4794	43892	2016-11-09	108002	DatabaseAccession	The PDBeChem entry for ligand MGS shows R configuration at C-2 of the 2,4-dihydroxybutyramido substituent; this is at variance with the structure published in PMID:10880560 and PMID:7585718 which shows S configuration at this position.
4796	59241	2016-11-09	108060	DatabaseAccession	The PDBeChem entry for ligand MGU shows R configuration at C-2 of each of the two 2,4-dihydroxybutyramido substituents; this is at variance with the structure published in PMID:10880560 and PMID:8839176 which shows S configuration at these positions.
4797	67611	2016-11-23	67611	General	For structural revision of the previously assigned heterotricyclic structure to the heterotetracyclic structure shown, see S. R. Kingsland and R. A. Barrow, Aust. J. Chem., 2009, 62, 269-274.
4798	68744	2016-11-23	68744	General	For structural revision of the previously assigned heterotricyclic structure to the heterotetracyclic structure shown, see S. R. Kingsland and R. A. Barrow, Aust. J. Chem., 2009, 62, 269-274.
4799	134024	2019-09-16	134024	General	A convenient way to remember the CFC numbering system is to to add 90 to the number following the 'CFC-' prefix. The first digit of the resulting total is the number of carbons (C), the second digit is the number of hydrogens (H), and the third digit is number of the fluorines (F). The number of chlorines (Cl) is given by Cl = 2(C+1) - H - F.
4800	3218	2016-11-26	3218	General	The name "buprofezin" was originally approved for a mixture of (E)- and (Z)-isomers [69327-76-0], but in 2008 the sponsor determined that the substance contains only the (Z)-isomer and requested that the definition be changed.
4801	39381	2016-11-26	974267	CompoundName	The name "buprofezin" was originally approved for a mixture of (E)- and (Z)-isomers [69327-76-0], but in 2008 the sponsor determined that the substance contains only the (Z)-isomer and requested that the definition be changed.
4802	39380	2016-11-26	39380	General	The name "buprofezin" was originally approved for a mixture of (E)- and (Z)-isomers [69327-76-0], but in 2008 the sponsor determined that the substance contains only the (Z)-isomer and requested that the definition be changed.
4803	36682	2016-11-27	974276	CompoundName	Commonly used but inaccurate term - strictly, dioxin is a 6-membered ring of 4 carbons and 2 oxygens containing 2 double bonds with formula C4H4O2.
4804	36682	2016-11-27	974275	CompoundName	Commonly used but inaccurate term - strictly, a dioxin is a 6-membered ring of 4 carbons and 2 oxygens containing 2 double bonds with formula C4H4O2.
4805	134044	2016-11-27	974277	CompoundName	Ambiguous - this term is widely used to mean polychlorinated dibenzodioxine.
4806	47248	2016-11-28	47248	General	See also http://dx.doi.org/10.1016/j.tet.2012.08.081
4807	133973	2016-11-28	133973	General	Note that in Scientific Reports, 2015, 5, 10868 (PMID:26040782, DOI: 10.1038/srep10868) the structure shown for this entity (compound (1) in Figure 4) is correct but the name is incorrect - the stereochemistry of the double bonds should be (2Z,4E), not (2E,4E). We thank Dr. Young Hae Choi of the Natural Products Laboratory at the Institute of Biology, Leiden University for the clarification.
4808	132050	2016-12-07	132050	General	This is the entry for racemic material. There are separate entries for the individual enantiomers [(R)-norverapamil and (S)-norverapamil] and for the entity with unspecified stereochemistry (2-(3,4-dimethoxyphenyl)-5-{[2-(3,4-dimethoxyphenyl)ethyl]amino}-2-(propan-2-yl)pentanenitrile)
4809	134081	2016-12-07	134081	General	There are also separate entries for (R)-norverapamil and for the racemate (norverapamil).
4810	134080	2016-12-07	134080	General	This is the entry for the entity with unspecified stereochemistry. There are separate entries for the individual enantiomers [(R)-norverapamil and (S)-norverapamil] and for the racemate (norverapamil).
4811	38824	2016-12-09	38824	General	Compare with 'perfluorinated compounds', which also contain C-F and C-C bonds but no C-H bonds, but which also contain other elements, particularly other halogens, oxygen and sulfur.
4812	134091	2016-12-09	134091	General	Compare with 'fluorocarbon', a term used to describe compounds containing only carbon and fluorine atoms.
4813	38954	2016-12-15	974868	CompoundName	While 'temephos' is the ISO-approved name, the name 'temefos' is approved by the World Health Organization.
4814	134179	2016-12-15	134179	General	The definition of 'volatile organic compound' used by ChEBI is that used in the European Union. The nature of the term means that the list of 'child' terms in the ontology is inevitably very incomplete.
4815	48108	2016-12-23	974909	CompoundName	Used in biochemical nomenclature in place of 'phosphono' to denote  the -P(=O)OH2 group linked to a heteroatom.  Also in biochemical nomenclature used as an infix to name phosphoric diesters.
4816	28729	2016-12-31	810245	DatabaseAccession	Revoked entry.  Revocation comment: Not an experimental drug.
4817	17799	2017-01-01	17799	General	This is the entry for racemic material. There are separate entries for the individual enantiomers (2-methyl-L-serine, 2-methyl-D-serine) and for material with unspecified stereochemistry (2-methylserine).
4818	74947	2017-01-06	74947	General	Note that this is the entry for material with unspecified stereochemistry. There are separate entries for the individual enantiomers [(R)-thalidomide and (S)-thalidomide] and for the racemate (thalidomide).
4819	132665	2017-01-10	132665	General	The structure corresponds to that found in http://dx.doi.org/10.1016/j.tet.2012.03.006 and differs from that shown in PubChem (CID 101575886).
4820	134307	2017-01-27	134307	General	Note that this is the entry for material with unspecified configuration. There are separate entries for the individual enantiomers [(R)-methyl phenyl sulfoxide and (S)-methyl phenyl sulfoxide] and for racemic material (rac-methyl phenyl sulfoxide).
4821	132833	2017-01-27	132833	General	This is the entry for the racemic entity. There are separate entries for the individual enantiomers [(+)-catechin and (-)-catechin] and for the compound with unspecified stereochemistry.
4822	132847	2017-01-27	132847	General	This is the entry for the racemic entity. There are separate entries for the individual enantiomers [(R)-catechin and (S)-1-p-menthene] and for the compound with unspecified stereochemistry.
4823	134312	2017-01-30	134312	General	This is the entry for the compound with unspecified stereochemistry. There are separate entries for the individual enantiomers [(R)-catechin and (S)-1-p-menthene] and for the racemic entity.
4824	134469	2017-02-08	975820	CompoundName	Misnomer. The alpha-L-idopyranose configuration is at variance with the data submitted to the PDB (entries 512j and 512k).
4825	136270	2017-02-28	136270	General	This is the entry for material with unspecified stereochemistry. There are separate entries for hypoglycin A and its components, the individual diastereoisomers (2S,4R)-hypoglycin A and (2S,4S)-hypoglycin A.
4826	134622	2017-02-28	134622	General	For studies on the diastereoisomeric ratios, see J. Org. Chem., 1987, v52, 1475 and J. Am. Chem. Soc., 1990, v112, 2021.
4827	8657	2017-03-24	995548	CompoundName	While "pyrazolynate is the ISO-approved name, the name "pyrazolate" is approved by the Japanese Ministry of Agriculture, Forestry and Fisheries, and is also approved in China.
4828	136658	2017-03-28	136658	General	Note that this is the entry for material with unspecified stereochemistry. There are separate entries for the individual enantiomers [(1R,5S)-benzobicyclon and (1S,5R)-benzobicyclon] and for the racemate (benzobicyclon).
4829	136694	2017-04-03	136694	General	Note that this is the entry for material with unspecified configuration. There are separate entries for the racemate (haloxyfop) and for the individual enantiomers [haloxyfop-P and (S)-haloxyfop].
4830	47454	2017-04-03	995784	CompoundName	Name used in France [Alan Wood's Pesticide Database].
4831	136720	2017-04-05	136720	General	Note that this is the entry for material with unspecified stereochemistry. There are separate entries for the individual enantiomers [(S)-haloxyfop-methyl and haloxyfop-P-methyl] and for the racemate (haloxyfop-methyl).
4832	136729	2017-04-05	995978	CompoundName	Although this name has been used in the literature, it has no official status. [Alan Wood's Pesticide database]
4833	136837	2017-04-13	136837	General	The entry is for material with unspecified stereochemistry. There are separate entries for the individual enantiomers [(R)-cyflumetofen and (S)-cyflumetofen] and for the racemate (cyflumetofen).
4835	137011	2017-05-11	137011	General	The stereochemistry of the 13-hydroxy group is assumed but not yet formally proven; the stereochemistry at positions 7 and 20 has not yet been determined.
4836	134656	2017-05-11	134656	General	The stereochemistry of the 13-hydroxy group is assumed but not yet formally proven; the stereochemistry at positions 7 and 20 has not yet been determined.
4838	137018	2017-05-11	137018	General	The stereochemistry of the 13-hydroxy group is assumed but not yet formally proven; the stereochemistry at positions 7 and 12 has not yet been determined.
4839	134657	2017-05-11	134657	General	The stereochemistry of the 13-hydroxy group is assumed but not yet formally proven; the stereochemistry at positions 7 and 12 has not yet been determined.
4840	134658	2017-05-11	134658	General	The stereochemistry of the 13-hydroxy group is assumed but not yet formally proven; the stereochemistry at positions 7 and 8 has not yet been determined.
4841	137019	2017-05-11	137019	General	The stereochemistry of the 13-hydroxy group is assumed but not yet formally proven; the stereochemistry at positions 7 and 8 has not yet been determined.
4842	134659	2017-05-11	134659	General	The stereochemistry of the 13-hydroxy group is assumed but not yet formally proven; the stereochemistry at position 7 has not yet been determined.
4843	137020	2017-05-11	137020	General	The stereochemistry of the 13-hydroxy group is assumed but not yet formally proven; the stereochemistry at position 7 has not yet been determined.
4844	13610	2017-05-16	13610	General	The chemical structure shown (which is analogous to those used in KEGG and MetaCyc) is a generic structure devised to represent a common steroid skeleton. Derivatives with ring substituents at positions other than positions 3 and 17 as well as those containing double bonds, aromatic A-rings, expanded/contracted rings etc. are also included.
4845	35915	2017-05-15	35915	General	The chemical structure shown (which is analogous to those used in KEGG and MetaCyc) is a generic structure devised to represent a common steroid skeleton. Derivatives with ring substituents at positions other than positions 3 and 16 as well as those containing double bonds, aromatic A-rings, expanded/contracted rings etc. are also included.
4846	15889	2017-05-15	15889	General	The chemical structure shown (which is analogous to those used in KEGG and MetaCyc) is a generic structure devised to represent a common steroid skeleton. Derivatives with ring substituents at positions other than positions 3 and 16 as well as those containing double bonds, aromatic A-rings, expanded/contracted rings etc. are also included.
4847	37424	2017-05-15	37424	General	The chemical structure shown (which is analogous to those used in KEGG and MetaCyc) is a generic structure devised to represent a common steroid skeleton. Derivatives with ring substituents at positions other than positions 3 and 16 as well as those containing double bonds, aromatic A-rings, expanded/contracted rings etc. are also included.
4848	47786	2017-05-15	47786	General	The chemical structure shown (which is analogous to those used in KEGG and MetaCyc) is a generic structure devised to represent a common steroid skeleton. Derivatives with ring substituents at positions other than position 17 as well as those containing double bonds, aromatic A-rings, expanded/contracted rings etc. are also included.
4849	17354	2017-05-15	17354	General	The chemical structure shown (which is analogous to those used in KEGG and MetaCyc) is a generic structure devised to represent a common steroid skeleton. Derivatives with ring substituents at positions other than position 17 as well as those containing double bonds, aromatic A-rings, expanded/contracted rings etc. are also included.
4850	16799	2017-05-15	16799	General	The chemical structure shown (which is analogous to those used in KEGG and MetaCyc) is a generic structure devised to represent a common steroid skeleton. Derivatives with ring substituents at positions other than position 17 as well as those containing double bonds, aromatic A-rings, expanded/contracted rings etc. are also included.
4851	47789	2017-05-15	47789	General	The chemical structure shown (which is analogous to those used in KEGG and MetaCyc) is a generic structure devised to represent a common steroid skeleton. Derivatives with ring substituents at positions other than position 17 as well as those containing double bonds, aromatic A-rings, expanded/contracted rings etc. are also included.
4852	35349	2017-05-15	35349	General	The chemical structure shown (which is analogous to those used in KEGG and MetaCyc) is a generic structure devised to represent a common steroid skeleton. Derivatives with ring substituents at other positions as well as those containing double bonds, aromatic A-rings, expanded/contracted rings etc. are also included.
4853	1624	2017-05-15	1624	General	The chemical structure shown (which is analogous to those used in KEGG and MetaCyc) is a generic structure devised to represent a common steroid skeleton. Derivatives with ring substituents at other positions as well as those containing double bonds, aromatic A-rings, expanded/contracted rings etc. are also included.
4854	13601	2017-05-15	13601	General	The chemical structure shown (which is analogous to those used in KEGG and MetaCyc) is a generic structure devised to represent a common steroid skeleton. Derivatives with ring substituents at other positions as well as those containing double bonds, aromatic A-rings, expanded/contracted rings etc. are also included.
4855	36836	2017-05-16	36836	General	The chemical structure shown (which is analogous to those used in KEGG and MetaCyc) is a generic structure devised to represent a common steroid skeleton. Derivatives with ring substituents at positions other than positions 3 and 17 as well as those containing double bonds, aromatic A-rings, expanded/contracted rings etc. are also included.
4856	35348	2017-05-16	35348	General	The chemical structure shown (which is analogous to those used in KEGG and MetaCyc) is a generic structure devised to represent a common steroid skeleton. Derivatives with ring substituents at positions other than positions 3 and 17 as well as those containing double bonds, aromatic A-rings, expanded/contracted rings etc. are also included.
4857	35341	2017-05-16	35341	General	The chemical structure shown (which is analogous to those used in KEGG and MetaCyc) is a generic structure devised to represent a common steroid skeleton. Derivatives with ring substituents at positions other than position 17 as well as those containing double bonds, aromatic A-rings, expanded/contracted rings etc. are also included.
4858	83454	2017-06-09	997985	CompoundName	This name has been used in the literature, but has no official status. [Alan Wood's Pesticide Database]
4859	83454	2017-06-09	997984	CompoundName	This name has been used in the literature, but has no official status. [Alan Wood's Pesticide Database]
4860	137426	2017-06-14	990890	DatabaseAccession	The diagram shows the 3-acetyl-2-hydroxy-6-methyl-4H-pyran-4-one tautomer.
4861	137426	2017-06-14	990907	DatabaseAccession	The diagram shows the 3-acetyl-4-hydroxy-6-methyl-2H-pyran-2-one tautomer.
4862	6343	2017-06-19	998307	CompoundName	Misnomer used in PMID:28166217.
4863	137509	2017-06-22	137509	General	This is the entry for material with unspecified stereochemistry. There are separate entries for the racemate (quizalofop) and the individual enantiomers [(S)-quizalofop and quizalofop-P].
4864	137937	2017-07-18	137937	General	This is the entry for material with unspecified configuration. There are separate entries for the individual enantiomers [quizalofop-P-ethyl (also known as (R)-quizalofop-ethyl) and (S)-quizalofop-ethyl] and for the racemate (quizalofop-ethyl).
4865	138064	2017-08-01	992533	DatabaseAccession	Link is to the HMDB entry for pentabromodiphenyl ethers.
4866	138065	2017-08-01	992531	DatabaseAccession	Link is to the HMDB entry for pentabromodiphenyl ethers.
4867	81582	2017-08-01	992530	DatabaseAccession	Link is to the HMDB entry for pentabromodiphenyl ethers.
4868	138117	2017-08-09	138117	General	This is the entry for material with unspecified stereochemistry. There are separate entries for the individual enantiomers, 6-[(4R)-4-isopropyl-4-methyl-5-oxo-2-imidazolin-2-yl]-m-toluic acid and 6-[(4S)-4-isopropyl-4-methyl-5-oxo-2-imidazolin-2-yl]-m-toluic acid, and for the racemate, rac-6-(4-isopropyl-4-methyl-5-oxo-2-imidazolin-2-yl)-m-toluic acid.
4869	138122	2017-08-09	138122	General	This is the entry for material with unspecified stereochemistry. There are separate entries for the individual enantiomers, methyl 6-[(4R)-4-isopropyl-4-methyl-5-oxo-2-imidazolin-2-yl]-m-toluate and methyl 6-[(4S)-4-isopropyl-4-methyl-5-oxo-2-imidazolin-2-yl]-m-toluate, and for the racemate, rac-methyl 6-(4-isopropyl-4-methyl-5-oxo-2-imidazolin-2-yl)-m-toluate.
4870	138125	2017-08-09	138125	General	This is the entry for material with unspecified stereochemistry. There are separate entries for the individual enantiomers, 6-[(4R)-4-isopropyl-4-methyl-5-oxo-2-imidazolin-2-yl]-p-toluic acid and 6-[(4S)-4-isopropyl-4-methyl-5-oxo-2-imidazolin-2-yl]-p-toluic acid, and for the racemate, rac-6-(4-isopropyl-4-methyl-5-oxo-2-imidazolin-2-yl)-p-toluic acid.
4871	15889	2017-08-11	15889	General	Although this definition of sterols is rather restrictive, a less restrictive definition would cause difficulties, e.g. androst-16-en-3beta-ol is normally not called a sterol and should not fall under the definition.
4872	138203	2017-08-16	138203	General	Note that this is the entry for material with unspecified stereochemistry. There are separate entries for the individual enantiomers [(R)-beflubutamid and (S)-beflubutamid] and for the racemate (beflubutamid).
4873	138240	2017-08-17	138240	General	This is the entry for material with unspecified stereochemistry. There are separate entries for the individual enantiomers [(R)-carfentrazone and (S)-carfentrazone] and for the racemate (carfentrazone).
4874	138244	2017-08-17	138244	General	This is the entry for material with unspecified stereochemistry. There are separate entries for the individual enantiomers [(R)-carfentrazone-ethyl and (S)-carfentrazone-ethyl] and for the racemate (carfentrazone-ethyl).
4875	138313	2017-09-07	993942	DatabaseAccession	The configuration at the carbon bearing the hydroxy group for the compound described by C. Nakano et al. (PMID:25694050) may be different to that for the compound to which this Reaxys ID refers, described by Nagashima et al. in PMID:11678657.
4876	138435	2017-09-25	138435	General	Links to ChEMBL are created automatically based on matching structures. The links are currently created every month (normally on the first day of each month), so there will be a period (between 1 day and 1 month) after the initial entry is visible on the ChEBI website before the links appear (in the Automatic Xrefs tab).
4877	138029	2017-10-10	138029	General	The chemical structure shown (which is analogous to those used in KEGG and MetaCyc) is a generic structure devised to represent a common steroid skeleton. Derivatives with ring substituents at positions other than positions 3 and 16 as well as those containing double bonds, aromatic A-rings, expanded/contracted rings etc. are also included.
4878	138031	2017-10-10	138031	General	The chemical structure shown (which is analogous to those used in KEGG and MetaCyc) is a generic structure devised to represent a common steroid skeleton. Derivatives with ring substituents at positions other than positions 3 and 16 as well as those containing double bonds, aromatic A-rings, expanded/contracted rings etc. are also included.
4879	138738	2017-10-19	138738	General	Note that this is the entry for material with unspecified configuration. There are separate entries for the individual enantiomers [(R)-flurtamone and (S)-flurtamone] and for the racemate (flurtamone).
4880	138130	2017-10-23	138130	General	The chemical structure shown (which is analogous to those used in KEGG and MetaCyc) is a generic structure devised to represent a common steroid skeleton. Derivatives with ring substituents at positions other than positions 3 and 16 as well as those containing additinal double bonds, aromatic A-rings, expanded/contracted rings etc. are also included.
4881	138131	2017-10-23	138131	General	The chemical structure shown (which is analogous to those used in KEGG and MetaCyc) is a generic structure devised to represent a common steroid skeleton. Derivatives with ring substituents at positions other than positions 3 and 16 as well as those containing additional double bonds, aromatic A-rings, expanded/contracted rings etc. are also included.
4882	138141	2017-10-23	138141	General	The chemical structure shown (which is analogous to those used in KEGG and MetaCyc) is a generic structure devised to represent a common steroid skeleton. Derivatives with ring substituents at other positions as well as those containing additional double bonds, aromatic A-rings, expanded/contracted rings etc. are also included.
4883	138142	2017-10-23	138142	General	The chemical structure shown (which is analogous to those used in KEGG and MetaCyc) is a generic structure devised to represent a common steroid skeleton. Derivatives with ring substituents at other positions as well as those containing additional double bonds, aromatic A-rings, expanded/contracted rings etc. are also included.
4884	138925	2017-11-08	1003371	CompoundName	pyrG is a gene name.
4885	138925	2017-11-08	1003362	CompoundName	pyrG is a gene name.
4886	139040	2017-11-14	139040	General	This is the entry for material with unspecified stereochemistry. There are separate entries for the individual enantiomers [(R)-flumipropyn and (S)-flumipropyn] and for the racemate (flumipropyn).
4887	139076	2017-11-16	139076	General	Note that this is the entry for material with unspecified stereochemistry. Commercial goligicide A is a 10:1 mixture of cis and trans racemates (the (3aS,4R,9bR) stereoisomer is the most active). There are separate entries for individuals stereoisomers, and for golgicide A.
4888	133247	2017-11-20	1004069	CompoundName	Ambiguous - TBN has been used as an abbreviation for t-butyl nitrite; triple block nanocarrier; and traumatic biliary neuroma among others.
4890	139112	2017-11-21	1004146	CompoundName	Name used in PMID:28655912.
4891	139113	2017-11-21	1004143	CompoundName	Name used in PMID:28655912.
4892	139106	2017-11-21	1004144	CompoundName	Name used in PMID:28655912.
4894	139161	2017-11-28	139161	General	See Drug Metabolism and Disposition 2017, 45(8) 966-973. DOI: https://doi.org/10.1124/dmd.117.076489
4895	138684	2017-11-30	138684	General	For heparin saccharides, the identifier HP_dp0x_000x indicates the following: HP (or HepMer) stands for heparin; dp0x is the degree of polymerisation followed by the number of monosaccharides in the sequence; 000x is an integer that makes the name unique for each specific oligosaccharide. For heparan sulfate oligosaccharides, HP is replaced by HS.
4896	138681	2017-12-04	138681	General	See also Carbohydr. Res., 1995, 269(1), 139-156
4897	139343	2017-12-21	139343	General	This is the entry for material with unspecified stereochemistry. The plant growth retardant paclobutrazol is a racemic mixture of the (2R,3R)- and (2S,3S) isomers, which all have separate entries.
4898	139358	2018-01-04	139358	General	The isotope of an isotopically substituted compound is enclosed by parentheses in its name but not in its structural formula: ((14)C)methane, (14)CH4 ; (1-(2)H1)ethanol, CH3-CH(2)H-OH ; etc.
4899	139358	2018-01-04	139358	General	For specifically labeled compounds (when a unique isotopically substituted compound is formally added to the analogous isotopically unmodified compound), the structural formula is written with the appropriate nuclide symbol(s) and multiplying subscript, if any, enclosed in square brackets. Thus a formal mixture of (14)CH4 and CH4 gives the specifically labeled compound [(14)C]H4
4900	72664	2018-01-11	72664	General	The phytocassanes were originally proposed as cassane diterpenoids. It was later shown that their stereochemistry is that of ent-cassane (Tetrahedron Lett., 2000, v1, pp. 351-354).
4901	72666	2018-01-11	72666	General	The phytocassanes were originally proposed as cassane diterpenoids. It was later shown that their stereochemistry is that of ent-cassane (Tetrahedron Lett., 2000, v1, pp. 351-354).
4902	72668	2018-01-11	72668	General	The phytocassanes were originally proposed as cassane diterpenoids. It was later shown that their stereochemistry is that of ent-cassane (Tetrahedron Lett., 2000, v1, pp. 351-354).
4903	72669	2018-01-11	72669	General	The phytocassanes were originally proposed as cassane diterpenoids. It was later shown that their stereochemistry is that of ent-cassane (Tetrahedron Lett., 2000, v1, pp. 351-354).
4904	72675	2018-01-11	72675	General	The phytocassanes were originally proposed as cassane diterpenoids. It was later shown that their stereochemistry is that of ent-cassane (Tetrahedron Lett., 2000, v1, pp. 351-354).
4905	138842	2018-01-15	138842	General	The bile acid component is depicted by a representative structure. Hydroxy substituents at other positions are also included.
4906	138843	2018-01-15	138843	General	The bile acid component is depicted by a representative structure. Hydroxy substituents at other positions are also included.
4907	139501	2018-01-22	139501	General	Merck #388165 (50% wt in H2O).
4908	44597	2018-02-01	997330	DatabaseAccession	Structure in Reaxys does not match the name.
4909	139579	2018-02-12	139579	General	The stereochemistry of the double bond that is exocyclic to the thiazole ring is not defined.
4910	140152	2018-02-14	1006184	CompoundName	The letter A before the letter M indicates that the compound is a metabolite of cyclosporin A; G would mean it was a metabolite of cyclosporin G, etc. (see Transplant. Proc., 1990, 22/3, 1357).
4911	140154	2018-02-14	1006197	CompoundName	The letter A before the letter M indicates that the compound is a metabolite of cyclosporin A; G would mean it was a metabolite of cyclosporin G, etc. (see Transplant. Proc., 1990, 22/3, 1357).
4912	140158	2018-02-15	1006243	CompoundName	The letter A before the letter M indicates that the compound is a metabolite of cyclosporin A; G would mean it was a metabolite of cyclosporin G, etc. (see Transplant. Proc., 1990, 22/3, 1357).
4913	140190	2018-02-20	1006523	CompoundName	Note that the singular term "calcium-dependent antibiotic" has be used to mean the calcium dependent antibiotic (CDA) obtained from Streptomyces coelicolor.
4914	78370	2018-02-22	78370	General	For determination of absolute stereochemistry, see Angew. Chem. Int. Ed., 2015, 54, 4353-4356 and associated supplementary information.
4915	78352	2018-02-22	78352	General	For determination of absolute stereochemistry, see Angew. Chem. Int. Ed., 2015, 54, 4353-4356 and associated supplementary information.
4916	132927	2018-02-28	132927	General	For enantioselective synthesis, see Enantioselective Chemical Synthesis: Methods, Logic, and Practice by Elias J. Corey, Laszlo Kurti (Elsevier, 2013).
4917	132928	2018-02-28	132928	General	For enantioselective synthesis, see Enantioselective Chemical Synthesis: Methods, Logic, and Practice by Elias J. Corey, Laszlo Kurti (Elsevier, 2013).
4918	140319	2018-03-04	140319	General	Note that this is the entry for material with unspecified stereochemistry. There are separate entries for the individual enantiomers [(R)- and (s)-tefuryltrionetefuryltrione] and for the racemate (tefuryltrione).
